,abstract,labels
948,shape_template brain__followed multispectral_measurements intensity_values head__multispectral prior_information automated_segmentation midsagittal_slices successfully_tested magnetic_resonance_imaging mri various_lateralized_behavior sex__age neurodegenerative_diseases recordings_enable_voxel based_tissue_classification morphometric_parameters multispectral_images corpus_callosum cc subjects_scanned midsagittal_sections,'Optimization'
949,aircraft__common approaches_calculate approach_avoids_metric employ_similarity_measures specifically_generate network_trained training_exemplars_projecting near_classification_boundary similarity_exceeds similarity_measure prominent_visual_signal euclidean_discriminator human_expert neural_network arbitrarily_large_number contain_aircraft pre_specified threshold approach_allows screening_images decision_based euclidean_distance infrared_image practical_interest correct_match training_set,'Machine learning applications'
950,image_data efficient_sampler markov_chain_monte carlo_method producing_contradictions distinct_images possible_ambiguities_means bayesian_inference information__instead surfaces_seen later_discovered samples__drawn formulate_colour_constancy good_description easily_incorporated,'Machine learning applications'
951,image_measurements parameter_space_conditioned particular_type detects__localizes motion_models affine appropriate_model phase_rate spatial_position object_motion condensation_algorithm posterior_distribution complex_optical_flow events image_variation generative_spatio_temporal models spatio_temporal_representation bayesian_framework,'Machine learning applications'
952,obtain_confidence_regions translation_estimates bootstrap_enables rigid_motion_estimation obtained_simultaneously image_pairs linearization general_assumption quaternion__subspace significant_performance_improvement calibrated_stereo_head translation_estimates image_pairs_serving renormalization_based_approaches described literature__extensive advanced_numerical_tool data_points accurate_recovery multivariate__heteroscedastic quaternion_space_transforms,'Machine learning applications'
953,restored_image blur_parameter simultaneous_recovery defocused_images focused_image intensity_process locality_property markov_random_fields mrfs_line fields posterior__map estimates preserve_discontinuities scene_intensity focused_image space_variant_blur parameter quite_good joint_posterior_distribution,'Machine learning applications'
954,evaluating_edge_detection different_jeep_like vehicles analysis heitger_detector_gives style_evaluation edge_detectors,'Machine learning applications'
955,natural_scenes small_collection negative_examples large_database instances__sub images individual_instances sub_images retrieve_images spatial_properties method_earlier multiple_cues learned_concepts multiple_instance_learning image_contains segmented_high_resolution images learn_visual_concepts natural_scene_classification example_image color__texture user_labels mechanism diverse_density_algorithm learn_certain_object class_concepts cars classify_images,'Machine learning applications'
956,"plane-based_camera calibration:_general_algorithm, singularities,_applications incorporate_known_values calibration_planes arbitrary_numbers general_algorithm minimal_cases simultaneously_calibrate_different views plane_based_calibration variable_intrinsic_parameters geometry_inference singularities__naming estimated__experimental results revealing_good_performance",'Machine learning applications'
957,hydice_imagery_acquired different_illumination rely_exclusively scene_geometry observed_spectral_radiance vectors automated_material_identification wide_range automated_identification reflected_sunlight reflected_skylight path_radiance_terms material_identification_algorithms invariant_algorithm airborne_hyperspectral_sensor depends_strongly comprehensive_physical_model illumination__atmospheric conditions material_lies information_contained physical_model_captures subspace_model atmospheric_conditions illumination_environment material_samples lour_dimensional_subspace atmospheric_gases scene_geometry local_maximum_likelihood algorithm spectral_radiance_measured,'Optimization'
